Sample,PRJNA Project,Year_Collected,Place/Region,ACE1,AVR-Pi9,AVR-Pia,AVR-Pib,AVR-Pii,AVR-Piks,AVR-Pita1,AVR-Pizt
SRR6669216,PRJNA354675,2013,China,1,1,0,1,0,1,1,1
SRR24675066,PRJNA973860,2013,India,1,0,0,1,0,0,0,1
SRR24675067,PRJNA973860,2013,India,1,0,0,1,0,0,0,0
SRR6669171,PRJNA354675,2013,Suriname,1,1,0,0,0,1,1,1
SRR6669174,PRJNA354675,2013,Suriname,1,1,0,0,0,1,0,1
SRR12887175,PRJNA670311,2013,Tanzania,0,1,0,0,0,0,1,0
SRR12887178,PRJNA670311,2013,Tanzania,1,1,0,1,0,0,0,0
SRR12887183,PRJNA670311,2013,Tanzania,1,1,0,1,0,1,1,1
SRR12887186,PRJNA670311,2013,Tanzania,1,1,0,1,0,1,1,1
1_12A,-,2013,USA - AR,1,1,0,1,0,1,1,1
1_2B,-,2013,USA - AR,1,1,0,1,0,1,1,1
1_2C,-,2013,USA - AR,1,1,0,1,0,1,1,1
1_2D,-,2013,USA - AR,1,0,0,1,0,1,0,0
1_2E,-,2013,USA - AR,1,1,0,1,0,1,1,1
1_2F,-,2013,USA - AR,1,0,0,0,0,0,0,0
1_3G,-,2013,USA - AR,1,1,0,1,0,0,1,1
1_3H,-,2013,USA - AR,1,1,0,1,0,0,1,1
1_4A,-,2013,USA - AR,1,1,0,1,0,0,1,1
1_4B,-,2013,USA - AR,1,1,0,1,0,1,1,1
1_5F,-,2013,USA - AR,1,1,0,1,0,1,1,1
1_5G,-,2013,USA - AR,1,1,0,1,0,1,1,1
1_5H,-,2013,USA - AR,1,1,0,1,0,1,1,1
1_6C,-,2013,USA - AR,1,1,0,1,0,1,1,1
1_6H,-,2013,USA - AR,1,1,0,1,0,1,1,1
1_7A,-,2013,USA - AR,1,1,0,1,0,1,1,1
1_7C,-,2013,USA - AR,1,1,0,1,0,1,1,1
1_7H,-,2013,USA - AR,1,1,0,1,0,1,1,1
1_8C,-,2013,USA - AR,1,1,0,1,0,1,1,1
1_9D,-,2013,USA - AR,1,1,0,1,0,1,1,1
1_9E,-,2013,USA - AR,1,1,0,1,0,1,1,1
1_9F,-,2013,USA - AR,1,0,0,0,0,0,1,0
1_9G,-,2013,USA - AR,1,1,0,1,0,1,1,1
1_9H,-,2013,USA - AR,1,1,0,1,0,0,1,1
15_11_F,-,2013,USA - AR,1,1,0,1,0,0,1,1
15_11_G,-,2013,USA - AR,1,1,0,1,0,0,1,1
15_11_H,-,2013,USA - AR,1,1,0,1,0,1,1,1
15_12_A,-,2013,USA - AR,1,1,0,1,0,1,1,1
15_12_B,-,2013,USA - AR,1,1,0,1,0,0,1,1
15_12_F,-,2013,USA - AR,1,1,0,1,0,0,1,1
15_12_G,-,2013,USA - AR,1,1,0,1,0,1,1,1
2_12C,-,2013,USA - AR,1,1,0,1,0,1,1,1
2_12D,-,2013,USA - AR,1,1,0,1,0,1,1,1
2_12E,-,2013,USA - AR,1,1,0,1,0,1,1,1
1_10B,-,2013,USA - LA,1,1,0,1,0,1,1,1
1_2G,-,2013,USA - LA,1,1,0,1,0,1,1,1
1_2H,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_3A,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_3B,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_3C,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_3D,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_3E,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_3F,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_4F,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_5A,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_5B,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_5C,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_5D,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_5E,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_6A,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_6B,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_6D,-,2013,USA - LA,1,0,0,0,0,0,1,0
1_6E,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_6F,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_6G,-,2013,USA - LA,1,1,0,1,0,1,1,1
1_7B,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_7D,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_7E,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_7G,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_8A,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_8B,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_8D,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_8E,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_8F,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_9A,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_9B,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_9C,-,2013,USA - LA,1,1,0,1,0,0,1,1
15_12_C,-,2013,USA - LA,1,1,0,1,0,0,1,1
15_12_D,-,2013,USA - LA,1,1,0,1,0,0,1,1
2_12F,-,2013,USA - LA,1,1,0,0,0,0,1,1
2_12G,-,2013,USA - LA,1,1,0,1,0,0,1,1
2_3E,-,2013,USA - LA,1,1,0,1,0,0,1,1
1_10A,-,2013,USA - TX,1,1,0,1,0,0,1,1
1_10D,-,2013,USA - TX,1,1,0,1,0,1,1,1
1_10E,-,2013,USA - TX,1,1,0,1,0,1,1,1
1_4C,-,2013,USA - TX,1,1,0,1,0,0,1,1
1_4E,-,2013,USA - TX,1,1,0,1,0,0,1,1
1_4G,-,2013,USA - TX,1,1,0,1,0,0,1,1
1_4H,-,2013,USA - TX,1,1,0,1,0,0,1,1
1_7F,-,2013,USA - TX,1,1,0,1,0,0,1,1
1_8G,-,2013,USA - TX,1,1,0,1,0,0,1,1
15_12_E,-,2013,USA - TX,1,1,0,1,0,0,1,1
2_12A,-,2013,USA - TX,0,1,0,1,0,1,1,1
2_12B,-,2013,USA - TX,1,1,0,1,0,0,1,1
SRR12887200,PRJNA670311,2014,Burundi,1,1,0,0,1,0,0,1
SRR12887201,PRJNA670311,2014,Burundi,1,1,0,1,0,1,0,1
SRR12887202,PRJNA670311,2014,Burundi,1,1,0,0,1,0,0,1
SRR18092202,PRJNA748547,2014,China,1,1,0,1,0,1,1,1
SRR18092213,PRJNA748547,2014,China,1,1,0,0,0,1,1,1
SRR18092260,PRJNA748547,2014,China,1,1,0,0,0,1,1,1
SRR18092285,PRJNA748547,2014,China,1,1,0,1,0,1,1,1
SRR6669173,PRJNA354675,2014,Suriname,1,1,0,0,0,1,1,1
SRR6669176,PRJNA354675,2014,Suriname,1,1,0,0,0,1,1,1
16_17_20,-,2014,USA - AR,1,1,0,1,0,1,1,1
2_10A,-,2014,USA - AR,1,1,0,1,0,1,1,1
2_10B,-,2014,USA - AR,1,1,0,1,0,0,1,1
2_10C,-,2014,USA - AR,1,1,0,1,0,0,1,1
2_10D,-,2014,USA - AR,1,1,0,1,0,1,1,1
2_10E,-,2014,USA - AR,1,1,0,1,0,0,1,1
2_10F,-,2014,USA - AR,1,1,0,1,0,0,1,1
2_10G,-,2014,USA - AR,1,1,0,1,0,1,1,1
3_1A,-,2014,USA - AR,1,1,0,1,0,1,1,1
3_1B,-,2014,USA - AR,1,1,0,1,0,1,1,1
3_1C,-,2014,USA - AR,1,1,0,1,0,1,1,1
3_1E,-,2014,USA - AR,1,1,0,1,0,0,1,1
3_1G,-,2014,USA - AR,1,1,0,1,0,0,1,1
3_1H,-,2014,USA - AR,1,1,0,1,0,0,1,1
3_2A,-,2014,USA - AR,1,1,0,1,0,1,1,1
3_2B,-,2014,USA - AR,1,1,0,1,0,1,1,1
3_2D,-,2014,USA - AR,1,1,0,1,0,1,1,1
3_2E,-,2014,USA - AR,1,1,0,1,0,1,1,1
3_2F,-,2014,USA - AR,1,1,0,1,0,0,1,1
3_2G,-,2014,USA - AR,1,0,0,1,0,1,1,1
3_2H,-,2014,USA - AR,1,0,0,1,0,1,1,1
3_3A,-,2014,USA - AR,1,1,0,1,0,1,1,1
3_3B,-,2014,USA - AR,1,1,0,1,0,1,1,1
3_3C,-,2014,USA - AR,1,0,0,1,0,0,1,1
3_3D,-,2014,USA - AR,1,1,0,1,0,1,1,1
3_3E,-,2014,USA - AR,1,1,0,1,0,1,1,1
3_3F,-,2014,USA - AR,1,0,0,1,0,0,1,1
3_3H,-,2014,USA - AR,1,1,0,1,0,1,1,1
3_4A,-,2014,USA - AR,1,1,0,1,0,1,1,1
3_4B,-,2014,USA - AR,1,1,0,1,0,0,1,1
3_4C,-,2014,USA - AR,1,1,0,1,0,1,1,1
3_4D,-,2014,USA - AR,1,1,0,1,0,0,1,1
3_4E,-,2014,USA - AR,1,1,0,1,0,0,1,1
3_4F,-,2014,USA - AR,1,1,0,1,0,0,1,1
3_4G,-,2014,USA - AR,1,1,0,1,0,1,1,1
3_5A,-,2014,USA - AR,0,0,0,1,0,1,1,1
3_5B,-,2014,USA - AR,1,1,0,1,0,1,1,1
3_5C,-,2014,USA - AR,1,1,0,1,0,1,1,1
3_5D,-,2014,USA - AR,1,1,0,1,0,1,1,1
3_5E,-,2014,USA - AR,1,1,0,1,0,1,1,1
3_5F,-,2014,USA - AR,1,1,0,1,0,0,1,1
3_5G,-,2014,USA - AR,1,1,0,1,0,0,1,1
3_5H,-,2014,USA - AR,1,1,0,1,0,0,1,1
3_10A,-,2014,USA - LA,1,1,0,1,0,0,1,1
3_10B,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_10C,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_10D,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_10E,-,2014,USA - LA,1,1,0,1,0,0,1,1
3_10F,-,2014,USA - LA,1,0,0,1,0,0,1,1
3_10G,-,2014,USA - LA,1,1,0,1,0,0,1,1
3_10H,-,2014,USA - LA,1,1,0,1,0,0,1,1
3_11A,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_11B,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_11C,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_11D,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_11E,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_11F,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_11G,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_11H,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_12A,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_12B,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_12C,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_12D,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_6B,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_6C,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_6D,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_6E,-,2014,USA - LA,1,1,0,1,0,0,1,1
3_6F,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_6G,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_6H,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_7A,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_7B,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_7C,-,2014,USA - LA,1,1,0,1,0,0,1,1
3_7D,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_7E,-,2014,USA - LA,1,1,0,1,0,0,1,1
3_7F,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_7G,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_7H,-,2014,USA - LA,1,1,0,1,0,0,1,1
3_8A,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_8B,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_8D,-,2014,USA - LA,1,1,0,1,0,0,1,1
3_8E,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_8F,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_8H,-,2014,USA - LA,1,0,0,1,0,0,1,1
3_9A,-,2014,USA - LA,1,0,0,1,0,0,1,1
3_9B,-,2014,USA - LA,1,0,0,1,0,1,1,1
3_9C,-,2014,USA - LA,1,1,0,1,0,0,1,1
3_9D,-,2014,USA - LA,1,1,0,1,0,0,1,1
3_9E,-,2014,USA - LA,1,1,0,1,0,0,1,1
3_9F,-,2014,USA - LA,1,1,0,1,0,0,1,1
3_9G,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_9H,-,2014,USA - LA,1,1,0,1,0,1,1,1
3_12E,-,2014,USA - TX,1,0,0,1,0,1,1,1
3_12F,-,2014,USA - TX,1,1,0,1,0,1,1,1
SRR12887195,PRJNA670311,2015,Burundi,1,1,1,1,0,1,1,1
SRR18092261,PRJNA748547,2015,China,1,1,0,1,1,1,0,1
SRR18092262,PRJNA748547,2015,China,1,1,0,0,1,1,0,1
SRR20852131,PRJNA866295,2015,China,1,1,0,1,0,1,0,1
SRR20852132,PRJNA866295,2015,China,1,1,0,1,0,1,0,1
SRR20852133,PRJNA866295,2015,China,1,1,0,1,0,1,0,1
SRR6227418,PRJNA391416,2015,China,1,1,0,1,0,1,1,1
SRR6227419,PRJNA391416,2015,China,1,1,0,1,0,1,1,1
SRR6669151,PRJNA354675,2015,Ghana,1,1,0,1,0,1,0,1
SRR6669157,PRJNA354675,2015,Ghana,1,1,0,1,0,1,0,1
SRR6669175,PRJNA354675,2015,Ghana,1,1,0,0,0,1,1,1
SRR6669194,PRJNA354675,2015,Ghana,1,1,0,1,0,1,1,1
SRR24675057,PRJNA973860,2015,India,1,1,0,1,1,1,0,1
SRR24675058,PRJNA973860,2015,India,1,1,0,1,0,1,0,1
SRR24675059,PRJNA973860,2015,India,1,1,0,0,1,1,0,1
15_1_A,-,2015,USA - AR,1,1,0,1,0,1,1,1
15_1_C,-,2015,USA - AR,1,1,0,1,0,1,1,1
15_1_F,-,2015,USA - AR,1,1,0,1,0,1,1,1
15_1_H,-,2015,USA - AR,1,1,0,1,0,1,1,1
15_2_B,-,2015,USA - AR,1,1,0,1,0,1,1,1
15_2_E,-,2015,USA - AR,1,1,0,1,0,0,1,1
15_2_H,-,2015,USA - AR,1,1,0,1,0,0,1,1
15_3_A,-,2015,USA - AR,1,1,0,1,0,1,1,1
15_3_D,-,2015,USA - AR,1,1,0,1,0,0,1,1
15_3_F,-,2015,USA - AR,1,1,0,1,0,0,1,1
15_3_H,-,2015,USA - AR,1,1,0,1,0,0,1,1
15_4_E,-,2015,USA - AR,1,1,0,1,0,0,1,1
15_4_F,-,2015,USA - AR,1,1,0,1,0,1,1,1
15_5_B,-,2015,USA - AR,1,1,0,1,0,0,1,1
15_5_E,-,2015,USA - AR,1,1,0,1,0,0,1,1
15_5_F,-,2015,USA - AR,1,1,0,1,0,1,1,1
15_5_G,-,2015,USA - AR,1,1,0,1,0,1,1,1
15_5_H,-,2015,USA - AR,1,1,0,1,0,1,1,1
15_6_B,-,2015,USA - AR,1,0,0,1,0,0,1,1
15_6_C,-,2015,USA - AR,1,1,0,1,0,0,1,1
15_6_D,-,2015,USA - AR,1,1,0,1,0,0,1,1
15_6_G,-,2015,USA - AR,1,0,0,1,0,0,1,1
15_7_C,-,2015,USA - AR,1,1,0,1,0,0,1,1
15_7_D,-,2015,USA - AR,1,1,0,1,0,1,0,1
15_10_A,-,2015,USA - LA,1,1,0,1,0,0,1,1
15_10_B,-,2015,USA - LA,1,1,0,1,0,0,1,1
15_10_D,-,2015,USA - LA,1,1,0,1,0,0,1,1
15_10_F,-,2015,USA - LA,1,1,0,1,0,0,1,1
15_10_G,-,2015,USA - LA,1,1,0,1,0,0,1,1
15_11_A,-,2015,USA - LA,1,1,0,1,0,0,1,1
15_11_B,-,2015,USA - LA,1,1,0,1,0,0,1,1
15_11_D,-,2015,USA - LA,1,1,0,1,0,0,1,1
15_8_C,-,2015,USA - LA,1,1,0,1,0,0,1,1
15_8_E,-,2015,USA - LA,1,1,0,1,0,0,1,1
15_8_F,-,2015,USA - LA,1,1,0,1,0,0,1,1
15_8_H,-,2015,USA - LA,1,1,0,1,0,0,1,1
15_9_A,-,2015,USA - LA,1,1,0,1,0,1,1,1
15_9_B,-,2015,USA - LA,1,1,0,1,0,0,1,1
15_9_C,-,2015,USA - LA,1,1,0,1,0,1,1,1
15_9_D,-,2015,USA - LA,1,1,0,1,0,1,1,1
15_9_E,-,2015,USA - LA,1,1,0,1,0,0,1,1
15_9_G,-,2015,USA - LA,0,1,0,1,0,0,1,1
15_9_H,-,2015,USA - LA,1,1,0,1,0,0,1,1
15_7_F,-,2015,USA - TX,1,1,0,1,0,0,1,1
SRR12887204,PRJNA670311,2015,Uganda,1,1,1,1,0,1,1,1
SRR12887194,PRJNA670311,2016,Benin,1,1,0,0,0,1,0,1
SRR12887170,PRJNA670311,2016,Burkina Faso,0,1,0,1,0,1,0,1
SRR12887171,PRJNA670311,2016,Burkina Faso,1,1,0,1,0,0,0,1
SRR12887180,PRJNA670311,2016,Burkina Faso,1,1,0,0,1,1,1,1
SRR12887193,PRJNA670311,2016,Burkina Faso,1,1,0,1,0,1,0,1
SRR10271354,PRJNA577277,2016,China,1,1,0,1,0,1,1,1
SRR10271355,PRJNA577277,2016,China,1,1,0,1,0,1,1,1
SRR10271356,PRJNA577277,2016,China,1,1,0,1,0,1,1,1
SRR11528297,PRJNA577277,2016,China,1,1,0,1,0,1,1,1
SRR11528298,PRJNA577277,2016,China,1,1,0,1,0,1,1,1
SRR11528299,PRJNA577277,2016,China,1,1,0,1,0,1,1,1
SRR11528300,PRJNA577277,2016,China,1,1,0,1,0,1,1,1
SRR11528301,PRJNA577277,2016,China,1,1,0,1,0,1,1,1
SRR11528302,PRJNA577277,2016,China,1,1,0,1,0,1,1,1
SRR11528303,PRJNA577277,2016,China,1,1,0,1,0,1,1,1
SRR11528304,PRJNA577277,2016,China,1,1,0,1,0,1,1,1
SRR11528305,PRJNA577277,2016,China,1,1,0,1,0,1,1,1
SRR12887168,PRJNA670311,2016,Mali,1,1,0,1,0,1,1,1
SRR12887169,PRJNA670311,2016,Mali,1,1,0,1,0,1,1,1
SRR12887198,PRJNA670311,2016,Nigeria,1,1,0,1,0,1,0,1
SRR12887199,PRJNA670311,2016,Nigeria,1,1,0,1,0,1,0,1
SRR12887190,PRJNA670311,2016,Togo,1,1,0,1,0,0,0,1
SRR12887214,PRJNA670311,2016,Togo,1,1,0,1,0,0,1,1
SRR12887215,PRJNA670311,2016,Togo,1,1,0,1,0,0,0,1
16_17_10,-,2016,USA - AR,1,1,0,1,0,0,1,1
16_17_11,-,2016,USA - AR,1,1,0,1,0,0,1,1
16_17_12,-,2016,USA - AR,1,1,0,1,0,1,1,1
16_17_13,-,2016,USA - AR,1,1,0,1,0,0,1,1
16_17_14,-,2016,USA - AR,1,1,0,1,0,0,1,1
16_17_15,-,2016,USA - AR,1,1,0,1,0,0,1,1
16_17_16,-,2016,USA - AR,1,1,0,1,0,0,1,1
16_17_17,-,2016,USA - AR,1,1,0,1,0,0,1,1
16_17_18,-,2016,USA - AR,1,1,0,1,0,0,1,1
16_17_19,-,2016,USA - AR,1,1,0,1,0,0,1,1
b37,-,2016,USA - AR,1,1,0,1,0,0,1,1
SRR12887205,PRJNA670311,2016,Uganda,1,1,1,1,0,1,1,1
SRR18767170,PRJNA826999,2017,China,1,0,1,1,0,1,1,1
SRR18767171,PRJNA826999,2017,China,1,1,0,1,0,1,0,0
SRR18767172,PRJNA826999,2017,China,1,1,0,1,0,1,1,1
SRR18767173,PRJNA826999,2017,China,1,1,0,1,0,1,1,1
SRR12887176,PRJNA670311,2017,Kenya,1,1,1,1,0,0,0,1
SRR12887197,PRJNA670311,2017,Kenya,1,1,0,1,0,1,1,1
SRR12887182,PRJNA670311,2017,Tanzania,1,1,0,1,0,1,0,1
SRR12887212,PRJNA670311,2017,Tanzania,1,1,0,1,0,1,1,1
SRR12887213,PRJNA670311,2017,Tanzania,1,1,0,1,0,1,1,1
16_17_1,-,2017,USA - AR,1,1,0,1,0,0,1,1
16_17_2,-,2017,USA - AR,1,1,0,1,0,1,1,1
16_17_3,-,2017,USA - AR,1,1,0,1,0,0,1,1
16_17_4,-,2017,USA - AR,1,1,1,0,0,0,1,0
16_17_5,-,2017,USA - AR,1,1,1,0,0,0,1,0
16_17_6,-,2017,USA - AR,1,1,0,1,0,0,1,1
16_17_7,-,2017,USA - AR,1,1,0,1,0,1,1,1
16_17_8,-,2017,USA - AR,1,1,0,1,0,0,1,1
16_17_9,-,2017,USA - AR,1,1,0,1,0,0,1,1
2000_22,-,2017,USA - AR,1,1,0,1,0,0,1,1
b38,-,2017,USA - AR,1,1,0,1,0,0,1,1
b39,-,2017,USA - AR,1,1,0,1,0,0,1,1
b40,-,2017,USA - AR,1,1,0,1,0,0,1,1
E22,-,2017,USA - AR,1,1,0,1,0,0,1,1
SRR12887177,PRJNA670311,2017,Uganda,1,1,0,1,1,1,0,1
DRR445893,PRJDB15332,2022,Japan,1,1,0,1,0,0,1,1
